Order,Family,Species,English_name,Subspecies,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System,Display,Resource,References
Passeriformes,Estrildidae,Pytilia melba,Green-winged Pytilia,melba,15.5,280,15.4,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,,1,,"28, 31"
Passeriformes,Estrildidae,Pytilia hypogrammica,Red-faced Pytilia,,14.3,1,,,,,58.3,10,56.4,10,,,15.4,10,15.1,10,,,12.9,10,12.8,10,,,37,10,36.2,10,,,3.5,1.05,,1,1,"28, 31"
Passeriformes,Estrildidae,Mandingoa nitidula,Green-backed Twinspot,,10.9,11,11.7,5,,,53.4,10,53.3,10,,,15.3,10,15.3,10,,,12.3,10,12.1,10,,,32.4,10,32.5,10,,,4.5,1.15,,1,,"28, 31"
Passeriformes,Estrildidae,Cryptospiza reichenovii,Red-faced Crimson-wing,australis,13.5,152,13.3,125,,,,,,,,,,,,,,,,,,,,,38.3,10,39.4,5,,,4,1.42,,1,1,"28, 31"
Passeriformes,Estrildidae,Cryptospiza salvadorii,Abyssinian Crimson-wing,,12.2,25,12.8,28,,,57.9,10,57,10,,,17.9,10,17.5,10,,,12.6,10,12.4,10,,,42.8,10,41.9,10,,,4,1.38,,1,1,"28, 31"
Passeriformes,Estrildidae,Cryptospiza jacksoni,Dusky Crimson-wing,,,,,,14.1,2,58.3,6,57.2,6,,,19.4,6,19.8,6,,,13.1,6,12.8,6,,,43.2,6,44.3,6,,,2,1.34,,1,1,"28, 31"
Passeriformes,Estrildidae,Cryptospiza shelleyi,Shelley's Crimson-wing,,19,4,18.3,6,,,64,1,,,,,21.5,1,,,,,15,1,,,,,48,1,,,,,,,,,1,28
Passeriformes,Estrildidae,Pyrenestes sanguineus,Crimson Seedcracker,,19.8,8,18.6,6,,,61.5,10,61.2,9,,,18.5,10,18.2,9,,,15.8,10,16.1,9,,,,,,,,,,1.55,,1,1,"28, 31"
Passeriformes,Estrildidae,Pyrenestes ostrinus,Black-bellied Seedcracker,,18.6,624,,,,,60.1,618,,,,,10.6,624,,,,,,,,,,,51.9,675,50.9,431,,,3.7,1.87,,3,,"28, 31"
Passeriformes,Estrildidae,Pyrenestes minor,Lesser Seedcracker,,,,,,,,59.6,5,59,3,,,17.6,4,18.1,3,,,14.1,4,14.4,5,,,53,5,54.3,3,,,4.5,1.55,,,,"28, 31"
Passeriformes,Estrildidae,Spermophaga poliogenys,Grant's Bluebill,,,,,,20.5,,69,4,66,1,,,21.3,4,21,1,,,19.4,4,18,1,,,54,4,58,1,,,3,,,,,28
Passeriformes,Estrildidae,Spermophaga haematina,Western Bluebill,,22.5,9,21.9,7,,,67.2,10,66.6,10,,,21,10,20.4,10,,,18.9,10,18.6,10,,,54.5,10,54.3,10,,,4,1.9,,1,2,"28, 31"
Passeriformes,Estrildidae,Spermophaga ruficapilla,Red-headed Bluebill,,24.1,21,23.2,24,,,72.1,10,69.8,10,,,22.4,10,21.6,10,,,17.8,10,17.7,10,,,56.7,10,54.6,10,,,2.5,2.25,,1,2,"28, 31"
Passeriformes,Estrildidae,Clytospiza monteiri,Brown Twinspot,,14.7,12,15.4,12,,,57.8,10,58.1,10,,,16.8,10,17.1,10,,,14.1,10,13.8,10,,,49.6,10,47.9,10,,,6,1.23,,1,2,"28, 31"
Passeriformes,Estrildidae,Hypargos niveoguttatus,Peters's Twinspot,,14.8,29,14.4,31,,,57.5,10,55.7,10,,,17.3,10,17,10,,,13.8,10,13.4,10,,,52.9,10,51.1,10,,,4.5,1.28,,1,1,"28, 31"
Passeriformes,Estrildidae,Hypargos margaritatus,Pink-throated Twinspot,,13.5,1,12.5,2,,,53.3,3,52.5,2,,,16.75,2,16.25,2,,,11.7,3,11,1,,,52,2,47,1,,,3,0.97,,,2,"28, 31"
Passeriformes,Estrildidae,Euschistospiza dybowskii,Dybowski's Twinspot,,13,1,12,1,,,53.2,10,52,6,,,15.8,10,15.4,6,,,12.6,10,12.5,6,,,45.9,10,44,6,,,5,,,1,1,28
Passeriformes,Estrildidae,Euschistospiza cinereovinacea,Dusky Twinspot,,9,1,13,1,,,52.7,3,52,2,,,15.8,3,16,2,,,11.7,3,11.75,2,,,50.3,3,50.5,2,,,3,1.3,,2,1,"28, 31"
Passeriformes,Estrildidae,Lagonosticta rufopicta,Bar-breasted Firefinch,,9,5,7.5,2,,,49.9,15,48.7,7,,,14.3,14,14.6,7,,,10.4,15,10.4,7,,,39.3,12,38.7,9,,,4.5,0.92,,1,,"28, 31"
Passeriformes,Estrildidae,Lagonosticta nitidula,Brown Firefinch,,10,2,10.3,3,,,51.5,24,50.9,15,,,14,23,13.7,14,,,10.2,23,10,15,,,42.2,23,41.2,15,,,4,0.95,,2,,"28, 31"
Passeriformes,Estrildidae,Lagonosticta senegala,Red-billed Firefinch,,8.6,3,8.6,3,8.5,15,49.1,24,48.6,19,,,11.4,24,11.5,17,,,9,24,8.6,17,,,35.4,24,34.6,19,,,3.5,0.82,,2,,"28, 31"
Passeriformes,Estrildidae,Lagonosticta rara,Black-bellied Firefinch,,9.6,3,9.7,1,,,50.4,11,49.2,6,,,14.6,11,14.4,6,,,11,11,10.5,5,,,40.9,11,39.7,6,,,3.5,1.18,,3,1,"28, 31"
Passeriformes,Estrildidae,Lagonosticta rubricata,African Firefinch,,10.4,3,12,1,,,48,33,47.4,15,,,14.6,33,14.4,15,,,11.3,33,11.4,15,,,40,33,38.3,15,,,3.7,1.01,,2,,"28, 31"
Passeriformes,Estrildidae,Lagonosticta virata,Mali Firefinch,,9.1,3,9.5,3,,,48.8,11,48.9,9,,,13.8,11,14,9,,,11.6,11,12,6,,,40.7,11,40.8,9,,,3.5,,,1,1,28
Passeriformes,Estrildidae,Lagonosticta umbrinodorsalis,Reichenow's Firefinch,,,,,,,,51.4,4,49,1,,,14,4,14,1,,,11.5,4,11,1,,,44.1,4,44.5,1,,,,,,,,28
Passeriformes,Estrildidae,Lagonosticta rhodopareia,Jameson's Firefinch,,9.3,72,9.3,87,,,47.3,9,47.1,7,,,12.7,9,13.3,7,,,10.1,9,10.1,7,,,41.2,9,39.7,7,,,4,1.13,,2,1,"28, 31"
Passeriformes,Estrildidae,Lagonosticta larvata,Black-throated Firefinch,larvata,10.4,11,9.4,6,,,51.3,32,51.1,14,,,14.2,14,13.9,6,,,12.4,23,11.4,16,,,41.2,11,40.7,7,,,3.5,0.79,,1,1,"28, 31"
Passeriformes,Estrildidae,Uraeginthus angolensis,Blue-breasted Cordonbleu,niassensis,10.6,83,11,87,,,,,,,,,,,,,,,,,,,,,50.6,10,48.1,8,,,3.8,0.96,,3,1,"28, 31"
Passeriformes,Estrildidae,Uraeginthus bengalus,Red-cheeked Cordonbleu,,9.8,36,10,26,,,52.6,10,52.2,16,,,13.9,19,13.6,16,,,9.4,19,9.7,15,,,57.6,20,49.9,16,,,4.7,0.89,,1,1,"28, 31"
Passeriformes,Estrildidae,Uraeginthus cyanocephalus,Blue-capped Cordonbleu,,9.8,15,9.7,12,,,55.1,10,54.4,8,,,14.4,10,14.5,11,,,9.6,10,9.4,9,,,55.4,10,52.6,10,,,5,0.88,,1,1,"28, 31"
Passeriformes,Estrildidae,Uraeginthus ianthinogaster,Purple Grenadier,,14.3,16,13.9,15,,,58.5,19,57.3,16,,,16.6,19,16.1,16,,,10.9,18,10.4,16,,,,,,,,,,1.18,,,,"28, 31"
Passeriformes,Estrildidae,Uraeginthus granatina,Common Grenadier,,11.7,104,11.9,123,,,57.9,14,56.5,10,,,15.1,14,14.9,10,,,10,14,9.7,10,,,,,,,,,,1.11,,,,"28, 31"
Passeriformes,Estrildidae,Estrilda caerulescens,Lavender Waxbill,,,,,,8,15,52,9,51.2,6,,,14.7,9,14.7,6,,,11.8,9,11.7,6,,,38.8,9,38.3,6,,,5,0.95,,1,1,"28, 31"
Passeriformes,Estrildidae,Estrilda perreini,Black-tailed Waxbill,,7.4,2,7.5,1,,,,,,,,,,,,,,,,,,,,,45.9,10,45.6,10,,,4.3,0.95,,1,1,"28, 31"
Passeriformes,Estrildidae,Estrilda thomensis,Cinderella Waxbill,,7,19,7,10,7.6,22,,,,,50,22,,,,,13.9,19,,,,,8.3,22,50,22,49,18,,,3.5,,,,1,28
Passeriformes,Estrildidae,Estrilda quartinia,Yellow-bellied Waxbill,,,,,,6.5,10,46.1,10,45.6,10,,,14.6,10,14.4,10,,,9.8,10,9.6,10,,,,,,,,,,,,,,28
Passeriformes,Estrildidae,Estrilda melanotis,Swee Waxbill,,7.5,12,8,8,,,47.2,10,47,8,,,13.8,10,13.7,8,,,10.3,10,10.2,8,,,,,,,,,,0.79,,,,"28, 31"
Passeriformes,Estrildidae,Estrilda poliopareia,Anambra Waxbill,,,,,,,,48.5,10,47.2,10,,,14.7,10,14.5,10,,,10.9,10,10.7,10,,,40,10,37.9,10,,,,,,,1,28
Passeriformes,Estrildidae,Estrilda paludicola,Fawn-breasted Waxbill,,7.2,3,7.6,3,,,48,10,46.8,10,,,14.9,10,14.2,10,,,9.8,10,9.9,10,,,44.6,10,42.8,10,,,4.5,0.67,,,,"28, 31"
Passeriformes,Estrildidae,Estrilda melpoda,Orange-cheeked Waxbill,,7.9,7,7.6,6,,,47.3,10,45.9,10,,,14.6,10,14.4,10,,,10.8,10,10.6,10,,,45.3,10,42.6,10,,,5,0.68,,1,1,"28, 31"
Passeriformes,Estrildidae,Estrilda rhodopyga,Crimson-rumped Waxbill,,,,,,,,47.6,10,47.8,8,,,13.9,10,13.8,8,,,10.8,10,10.7,8,,,43,10,40.4,8,,,4,0.84,,1,1,"28, 31"
Passeriformes,Estrildidae,Estrilda troglodytes,Black-rumped Waxbill,,,,,,7.7,6,48.2,10,48,10,,,13.4,10,13.4,10,,,9.9,10,9.7,10,,,39.7,10,38,10,,,4.5,0.72,,1,,"28, 31"
Passeriformes,Estrildidae,Estrilda astrild,Common Waxbill,,8.2,118,8.1,97,,,51,10,48.8,8,,,14.4,10,14.6,8,,,11,10,10.7,8,,,52.8,10,52.9,8,,,4.9,0.73,,1,,"28, 31"
Passeriformes,Estrildidae,Estrilda nonnula,Black-crowned Waxbill,,,,,,7.7,47,49.1,10,46.9,10,,,14.5,10,14.6,10,,,11,10,10.9,10,,,44.8,10,43.4,10,,,5.5,0.81,,1,1,"28, 31"
Passeriformes,Estrildidae,Estrilda atricapilla,Black-headed Waxbill,,,,,,7.8,1,45.9,10,45,6,,,14.2,10,14.3,6,,,10.3,10,10.2,6,,,42,10,40,6,,,4.5,0.76,,1,,"28, 31"
Passeriformes,Estrildidae,Estrilda kandti,Kandt's Waxbill,,,,,,,,47.3,3,46,2,,,16.7,3,16.5,2,,,10.2,3,10,2,,,47,3,43,2,,,4,,,,,28
Passeriformes,Estrildidae,Estrilda erythronotos,Black-cheeked Waxbill,,9.3,51,9.1,50,,,53.7,9,53.3,6,,,15.4,9,15.5,6,,,11.7,9,11.8,6,,,59.2,9,58.2,6,,,4.5,0.95,,1,1,"28, 31"
Passeriformes,Estrildidae,Estrilda charmosyna,Red-rumped Waxbill,,9.2,1,8.3,1,,,52.3,10,50.9,7,,,14.5,10,14.1,7,,,10.9,10,10.6,7,,,56.3,10,53.8,7,,,,,,,1,28
Passeriformes,Estrildidae,Amandava amandava,Red Avadavat,,10,,9.8,,,,49,15,47.6,12,,,14,15,14,12,,,11,15,10.7,12,,,37,15,36.3,12,,,5.3,0.96,4,1,1,"1, 28, 31"
Passeriformes,Estrildidae,Amandava subflava,Zebra Waxbill,,,,4,1,7.1,1,42.9,10,42.1,10,,,12,10,11.9,10,,,9,10,9.2,10,,,,,,,,,,0.74,,,,"28, 31"
Passeriformes,Estrildidae,Ortygospiza atricollis,African Quailfinch,,,,,,,,52.2,10,51.7,10,,,14.3,10,14.6,10,,,9,10,9.2,10,,,25.7,10,25.2,10,,,3.5,0.86,,,1,"28, 31"
Passeriformes,Estrildidae,Ortygospiza gabonensis,Red-billed Quailfinch,,,,,,,,51.8,4,51.3,3,,,15,4,14.5,3,,,9.9,4,9.5,3,,,26,4,25.7,3,,,3.5,,,,,28
Passeriformes,Estrildidae,Ortygospiza locustella,Locustfinch,,,,,,,,44.1,10,44.4,10,,,14.6,10,14.6,10,,,9.9,10,9.7,10,,,,,,,,,,,,,,28
Passeriformes,Estrildidae,Stagonopleura bella,Beautiful Firetail,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,2,,,"1, 31"
Passeriformes,Estrildidae,Stagonopleura oculata,Red-eared Firetail,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,2,,,"1, 31"
Passeriformes,Estrildidae,Stagonopleura guttata,Diamond Firetail,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2,,,"1, 31"
Passeriformes,Estrildidae,Neochmia temporalis,Red-browed Firetail,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,2,,,"1, 31"
Passeriformes,Estrildidae,Neochmia phaeton,Crimson Finch,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,2,,,"1, 31"
Passeriformes,Estrildidae,Neochmia ruficauda,Star Finch,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,2,,,"1, 31"
Passeriformes,Estrildidae,Neochmia modesta,Plum-headed Finch,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Estrildidae,Taeniopygia guttata,Zebra Finch,,11.9,,11.9,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,2,,,"1, 31"
Passeriformes,Estrildidae,Poephila cincta,Black-throated Finch,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2,,,"1, 31"
Passeriformes,Estrildidae,Lonchura cantans,African Silverbill,,,,,,12,36,54.2,10,54.3,10,,,13.4,10,13.4,10,,,11.7,10,11.6,10,,,,,,,,,,0.93,,,,"28, 31"
Passeriformes,Estrildidae,Lonchura griseicapilla,Grey-headed Silverbill,,,,,,15.4,3,59.4,10,59.1,10,,,15.2,10,14.9,10,,,11.9,10,12,10,,,,,,,,,,1.21,,,,"28, 31"
Passeriformes,Estrildidae,Lonchura cucullata,Bronze Munia,,,,,,9.2,97,48.9,10,48,10,,,12.3,10,12.4,10,,,11.2,10,11,10,,,,,,,,,,0.77,,,,"28, 31"
Passeriformes,Estrildidae,Lonchura bicolor,Black-and-white Munia,nigriceps,9.1,4,8.6,6,9.5,42,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,"28, 31"
Passeriformes,Estrildidae,Lonchura fringilloides,Magpie Munia,,16,5,15.3,3,,,60.8,10,60.2,10,,,15.5,10,15.3,10,,,17.6,10,16.9,10,,,,,,,,,,1.06,,,,"28, 31"
Passeriformes,Estrildidae,Lonchura striata,White-rumped Munia,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,2,,,"1, 31"
Passeriformes,Estrildidae,Lonchura punctulata,Scaly-breasted Munia,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,4,,,"1, 31"
Passeriformes,Estrildidae,Lonchura tristissima,Streak-headed Munia,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Estrildidae,Lonchura grandis,Grand Munia,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Estrildidae,Lonchura caniceps,Grey-headed Munia,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Estrildidae,Lonchura spectabilis,Hooded Munia,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Estrildidae,Lonchura castaneothorax,Chestnut-breasted Munia,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,2,,,"1, 31"
Passeriformes,Estrildidae,Padda oryzivora,Java Sparrow,,,,,,,,70.4,10,70.2,6,,,18.9,10,17.8,6,,,18.2,10,17.4,6,,,44.5,10,45,6,,,5,1.83,,2,1,"28, 31"
Passeriformes,Estrildidae,Amadina fasciata,Cut-throat,,17.8,8,18,1,,,67.4,10,66.7,10,,,16.2,10,15.6,10,,,13.2,10,12.8,10,,,41.4,10,38,10,,,5,1.6,,1,1,"28, 31"
Passeriformes,Estrildidae,Amadina erythrocephala,Red-headed Finch,,23.2,65,23.1,40,,,73.4,10,71.7,10,,,16,10,15.9,10,,,14.5,10,13.8,10,,,47.2,10,45.2,10,,,4.2,,,1,,28
Passeriformes,Viduidae,Vidua chalybeata,Village Indigobird,okavangoensis,13.4,16,12.5,11,,,66.6,17,63.2,11,,,,,,,,,,,,,,,36.5,20,36.1,9,,,3,1.1,,4,1,"28, 31"
Passeriformes,Viduidae,Vidua raricola,Jambandu Indigobird,,11.6,21,12.3,7,,,64,26,62.6,8,,,13.9,26,13.9,8,,,8.7,26,8.5,8,,,36.6,26,35.6,8,,,3,,,3,1,28
Passeriformes,Viduidae,Vidua larvaticola,Baka Indigobird,,13.1,16,13,2,,,66.4,18,64.8,6,,,14.1,18,13.8,6,,,9.2,18,8.8,6,,,37.4,18,36.7,6,,,3.4,,,3,1,28
Passeriformes,Viduidae,Vidua funerea,Variable Indigobird,,13,47,13.4,3,,,68.1,47,65.7,3,,,14.4,47,14,3,,,9,45,8.9,3,,,39.1,46,39,3,,,3,1.21,,,2,"28, 31"
Passeriformes,Viduidae,Vidua codringtoni,Twinspot Indigobird,,12.8,29,12.9,4,,,67.5,31,65.5,4,,,14.6,31,14,4,,,8.9,29,8.6,4,,,39.1,30,39.8,4,,,3,,,,2,28
Passeriformes,Viduidae,Vidua purpurascens,Dusky Indigobird,,13.1,45,13.6,17,,,67.9,59,65.2,23,,,14.8,57,14,23,,,8.8,56,8.4,7,,,39.2,59,40.1,22,,,3.5,,,3,1,28
Passeriformes,Viduidae,Vidua wilsoni,Pale-winged Indigobird,,12.4,12,13.8,1,,,63.8,19,62,4,,,14.2,19,13.6,4,,,9.2,19,8.8,4,,,36.8,19,36,4,,,3.5,1.18,,4,1,"28, 31"
Passeriformes,Viduidae,Vidua hypocherina,Steel-blue Whydah,,11.9,11,,,,,65.5,26,63.3,13,,,13.6,25,13.6,14,,,8.7,26,8.4,15,,,42.9,25,42.8,13,,,3.5,,,2,1,28
Passeriformes,Viduidae,Vidua fischeri,Straw-tailed Whydah,,13.2,13,11.3,11,,,67.3,34,65,16,,,15.6,34,14.4,18,,,8.5,33,8.5,18,,,42.4,34,39.9,18,,,3,1.31,,1,1,"28, 31"
Passeriformes,Viduidae,Vidua regia,Queen Whydah,,14.9,43,13.8,64,,,72.7,30,70.1,14,,,15.5,30,15.8,14,,,9.2,28,9.4,14,,,41,30,41.9,14,,,3.5,1.31,,2,,"28, 31"
Passeriformes,Viduidae,Vidua macroura,Pin-tailed Whydah,,16,33,15.5,46,,,71.2,33,66.8,17,,,15.8,34,15.3,18,,,9.5,34,9.4,18,,,50.9,34,50.6,18,,,3.5,1.18,,4,,"28, 31"
Passeriformes,Viduidae,Vidua orientalis,Northern Paradise-Whydah,orientalis,18.7,2,16,2,,,,,,,,,,,,,,,,,,,,,61.4,25,52.8,6,,,,,,,,28
Passeriformes,Viduidae,Vidua togoensis,Togo Paradise-Whydah,,,,,,,,76.8,8,,,,,16.8,2,,,,,9.6,10,,,,,50.6,7,,,,,,,,,,28
Passeriformes,Viduidae,Vidua interjecta,Long-tailed Paradise-Whydah,,20.6,5,,,,,76.2,41,74.8,4,,,16.7,13,15.2,3,,,10.6,13,10,4,,,58.7,27,54.7,4,,,,1.6,,4,1,"28, 31"
Passeriformes,Viduidae,Vidua paradisaea,Eastern Paradise-Whydah,,21.2,6,19.9,25,,,78.6,246,75.7,35,,,17,233,16.8,26,,,11.3,14,9.7,26,,,58.8,14,55.5,27,,,3.5,1.58,5,3,1,"1, 28, 31"
Passeriformes,Viduidae,Vidua obtusa,Broad-tailed Paradise-Whydah,,22.2,8,19.5,8,,,83.7,142,80,38,,,17.2,136,16.5,15,,,11.2,16,9.5,15,,,62.6,40,56.3,15,,,3,1.59,,4,1,"28, 31"
Passeriformes,Peucedramidae,Peucedramus taeniatus,Olive Warbler,,10.8,5,11.5,2,10.6,16,76.5,30,71,30,,,,,,,,,,,,,,,,,,,,,3.65,1.47,,,,"7, 31"
Passeriformes,Fringillidae,Fringilla coelebs,Chaffinch,,22.7,103,21.7,39,,,89.6,17,83.3,9,,,18,125,17.6,48,,,14.8,17,14.6,9,,,70.4,10,64.9,10,,,4,2.16,2,1,1,"1, 13, 28, 31"
Passeriformes,Fringillidae,Fringilla teydea,Teydefinch,,30.9,2,29.2,1,,,101.8,35,93.6,24,,,22.8,35,22.6,23,,,19.5,33,19.4,23,,,81.8,35,74.4,24,,,2,3.37,,1,1,"13, 31"
Passeriformes,Fringillidae,Fringilla montifringilla,Brambling,,22.6,67,22.7,23,,,93.2,22,87.3,17,,,18.8,65,18.6,58,,,15.6,25,15.4,22,,,66.3,22,62,17,,,5.8,2.14,,2,,"13, 28, 31"
Passeriformes,Fringillidae,Serinus pusillus,Fire-fronted Serin,,11.7,3,12,1,,,75.2,7,72.6,6,,,14.3,38,14.2,19,,,10.3,6,10.5,6,,,55.7,,53.2,,,,4.25,1.43,,3,,"13, 28, 31"
Passeriformes,Fringillidae,Serinus serinus,European Serin,,11.6,4,12.3,5,,,72.3,15,68.5,12,,,13.6,38,13.4,13,,,10.3,17,10.3,14,,,50.6,45,48.1,19,,,3.7,1.21,,4,1,"13, 28, 31"
Passeriformes,Fringillidae,Serinus syriacus,Syrian Serin,,12,1,11,2,,,77.8,17,74.6,11,,,14.8,13,14.4,9,,,10.6,11,10.7,8,,,55.2,,53.4,,,,4,1.45,,1,,"13, 28, 31"
Passeriformes,Fringillidae,Serinus canaria,Island Canary,,15.2,101,15.3,59,,,72.8,23,70.3,14,,,16.8,22,16.9,12,,,11.9,22,11.8,14,,,59,23,57.4,14,,,3.81,1.54,2,3,,"1, 13, 31"
Passeriformes,Fringillidae,Serinus citrinella,Citril Finch,,13.3,2,,,,,78.2,12,76.2,8,,,14.4,26,14.2,14,,,11.9,11,11.8,8,,,54.4,,53.8,,,,4.45,1.41,,3,1,"13, 28, 31"
Passeriformes,Fringillidae,Serinus canicollis,Cape Canary,,,,,,15.5,83,79,10,75.8,10,,,15.5,10,15.4,10,,,12.2,10,12,10,,,56,10,52.3,10,,,3.2,1.52,,4,1,"28, 31"
Passeriformes,Fringillidae,Serinus nigriceps,Abyssinian Siskin,,,,,,,,76.9,10,75,4,,,16.7,10,16.5,4,,,13,10,12.4,4,,,54.2,10,52,4,,,2.5,1.75,,,1,"28, 31"
Passeriformes,Fringillidae,Serinus citrinelloides,African Citril,,12.9,26,12.5,15,,,68.4,10,66.6,10,,,15.2,10,14.9,10,,,13.1,10,12.5,10,,,46.8,10,46.3,10,,,2.4,1.52,,,,"28, 31"
Passeriformes,Fringillidae,Serinus frontalis,Western Citril,,12,1,12,1,,,64.1,10,63.6,10,,,14.5,10,14.5,10,,,13.7,10,13.3,10,,,45.9,10,45.8,10,,,,1.37,,,1,"28, 31"
Passeriformes,Fringillidae,Serinus hypostictus,East African Citril,,13.1,10,12.9,12,,,65.6,10,64.2,10,,,14.9,10,14.4,10,,,13.2,10,13,10,,,46.8,10,45.4,10,,,,,,,,28
Passeriformes,Fringillidae,Serinus capistratus,Black-faced Canary,,,,,,,,63.4,10,60.7,7,,,13.9,10,13.9,7,,,11.9,10,11.7,7,,,42.1,10,40.4,7,,,,,,,1,28
Passeriformes,Fringillidae,Serinus koliensis,Papyrus Canary,,13.3,13,14.4,7,,,64.7,3,64,1,,,15.3,3,15.5,1,,,13.5,3,14,1,,,45.3,3,48,1,,,1.5,,,,1,28
Passeriformes,Fringillidae,Serinus scotops,Forest Canary,,15.3,3,15.1,3,15.4,398,69.9,7,68,7,66.9,26,17.1,7,17.1,7,17.05,62,13,7,13.2,7,11.5,94,52.2,7,50.6,7,,,3,1.43,,,1,"4, 28, 31"
Passeriformes,Fringillidae,Serinus leucopygius,White-rumped Seedeater,,10.8,14,,,,,66.1,10,65.4,10,,,13.7,10,13.7,10,,,11.2,10,10.8,10,,,40.4,10,40.8,10,,,3,1.06,,,1,"28, 31"
Passeriformes,Fringillidae,Serinus xanthopygius,Abyssinian Yellow-rumped Seedeater,,,,,,,,68.3,4,70,1,,,14.5,4,14.5,1,,,12.8,4,12,1,,,49.3,4,49,1,,,,,,1,,28
Passeriformes,Fringillidae,Serinus reichenowi,Kenya Yellow-rumped Seedeater,,,,,,10.4,42,67,10,67.3,10,,,13.3,10,13.5,10,,,11.2,10,10.7,10,,,41.2,10,42,10,,,3,,,,1,28
Passeriformes,Fringillidae,Serinus atrogularis,Southern Yellow-rumped Seedeater,,,,,,11.4,206,70.1,7,68.3,4,,,14.1,7,14.1,4,,,11.3,7,11.4,4,,,44.3,7,41.3,4,,,3,1.29,,4,1,"28, 31"
Passeriformes,Fringillidae,Serinus citrinipectus,Lemon-breasted Seedeater,,11.4,12,11.4,13,,,65,25,64,7,,,13.5,9,,,,,11.5,9,,,,,38.1,25,37.4,7,,,3.5,,,1,1,28
Passeriformes,Fringillidae,Serinus mozambicus,Yellow-fronted Canary,,12.9,8,12.9,10,,,66.5,10,66.2,10,,,14.1,10,14.5,10,,,11.8,10,11.7,10,,,39.3,10,40.2,10,,,3,1.33,,4,,"28, 31"
Passeriformes,Fringillidae,Serinus donaldsoni,Abyssinian Grosbeak-Canary,,23.5,1,23.3,1,,,82.8,6,77.2,5,,,17.6,6,16.9,5,,,17.8,6,16.4,5,,,62,6,59.8,5,,,2,2.28,,,1,"28, 31"
Passeriformes,Fringillidae,Serinus buchanani,Kenya Grosbeak-Canary,,,,,,,,88.2,5,85,1,,,19,5,19.5,1,,,18.2,5,18,1,,,62.8,5,58,1,,,,,,,1,28
Passeriformes,Fringillidae,Serinus dorsostriatus,White-bellied Canary,,,,,,14.5,37,70.9,10,69.1,10,,,16.2,10,16.2,10,,,12.4,10,12,10,,,48,10,47.3,10,,,3,,,,1,28
Passeriformes,Fringillidae,Serinus flaviventris,Yellow Canary,,17.5,22,16.5,20,,,73.4,10,71,10,,,19,10,18.9,10,,,12.5,10,12.2,10,,,52.3,10,53,10,,,3.5,1.58,,4,1,"28, 31"
Passeriformes,Fringillidae,Serinus sulphuratus,Brimstone Canary,,18.2,98,18.2,89,,,76.5,10,76.7,10,,,17.8,10,17.9,10,,,15,10,15.2,10,,,57.6,10,53.3,10,,,2.7,1.93,,,1,"28, 31"
Passeriformes,Fringillidae,Serinus albogularis,White-throated Canary,,,,,,27.3,17,80.4,10,75.5,10,,,20.6,10,19.9,10,,,15.9,10,14.9,10,,,55.7,10,52.9,10,,,3.3,2.26,,,1,"28, 31"
Passeriformes,Fringillidae,Serinus reichardi,Reichard's Seedeater,,,,,,,,79,10,78.4,10,,,15.4,10,15.3,10,,,12.8,10,12.8,10,,,53.7,10,50.9,10,,,3,,,4,,28
Passeriformes,Fringillidae,Serinus gularis,Streaky-headed Seedeater,mendosus,15.2,3,15.9,5,,,79,1,78.8,4,,,17,1,17.1,4,,,15,1,14.6,4,,,52.8,10,52,10,,,2.3,1.69,,4,,"28, 31"
